id,name,lastname,email,gender,age,phone,document,documentNumber,isClient,district,qualification,isIndependent,occupation,company,sector,annualSalary,hasDebt,totalDebtAmount,hasBlacklist,creditScore,creditLine,requestedAmount,term,quota,creditType,agreedAmount,interestRate,authorizer,store,timestamp
304,Elsinore,Baterip,ebaterip8f@bigcartel.com,Non-binary,25,943 536 0611,DNI,50663949,true,San Martin de Porres,APROBADO,false,VP Marketing,Ozu,Consumer Services,127701,false,null,false,0.58,57593,160251,25,6410,HIPOTECARIO,203079,0.39,ebaterip8f,Punta negra,2023-07-30 23:46:28
305,Stanislaw,Vaudre,svaudre8g@hibu.com,Bigender,36,353 259 3326,DNI,79758771,true,San Martin de Porres,INVESTIGADO,true,Financial Analyst,null,null,644611,true,51566,true,0.18,28210,60870,18,3381,COMERCIAL,166794,0.23,,Carabayllo,2023-07-30 23:46:28
306,Abigail,Sedgemond,asedgemond8h@storify.com,Female,65,786 878 3930,PASSPORT,79054105,false,El agustino,RECHAZADO,false,Assistant Media Planner,Meejo,Technology,660395,true,17796,true,0.68,5909,259805,42,6185,ESTUDIOS,171862,0.43,asedgemond8h,Miraflores,2023-07-30 23:46:28
307,Sara-ann,Tattersall,stattersall8i@icio.us,Female,27,329 782 9142,CE,46194293,true,La victoria,APROBADO,true,Design Engineer,null,null,616975,true,31498,false,0.45,95190,49411,52,950,VEHICULAR,161084,0.47,stattersall8i,Comas,2023-07-30 23:46:28
308,Grant,Pettinger,gpettinger8j@1688.com,Male,32,534 392 2643,PASSPORT,52993167,false,Lurigancho,INVESTIGADO,false,Marketing Manager,Feedfish,Finance,700013,false,null,false,0.32,94679,210705,31,6796,HIPOTECARIO,144086,0.27,gpettinger8j,Punta negra,2023-07-30 23:46:28
309,Curry,Yven,cyven8k@mayoclinic.com,Male,63,381 152 5997,CE,41491559,true,Comas,APROBADO,false,Research Nurse,Eire,Technology,557908,true,22392,true,0.51,15733,230850,14,16489,VEHICULAR,193693,0.58,cyven8k,La molina,2023-07-30 23:46:28
310,Lark,Jeandot,ljeandot8l@telegraph.co.uk,Female,64,417 707 6243,PASSPORT,32672404,true,Chorrillos,RECHAZADO,true,Executive Secretary,null,null,121541,false,null,true,0.98,92780,134824,18,7490,PERSONAL,93891,0.51,ljeandot8l,Carabayllo,2023-07-30 23:46:28
311,Shawna,Weich,sweich8m@go.com,Female,33,794 873 3794,CE,57013316,false,,RECHAZADO,true,Office Assistant IV,null,,588044,true,54228,false,0.87,69622,13169,53,248,HIPOTECARIO,84992,0.2,sweich8m,Lurín,2023-07-30 23:46:28
312,Martino,Geockle,mgeockle8n@examiner.com,Male,54,,CE,78675484,false,Pachacámac,INVESTIGADO,false,Nurse,Aimbu,Consumer Services,123602,true,48893,true,0.2,71176,24300,54,450,HIPOTECARIO,128731,0.54,mgeockle8n,Chaclacayo,2023-07-30 23:46:28
313,Maddy,Harkes,mharkes8o@hc360.com,Female,46,104 180 1938,DNI,78990523,false,Villa Maria del Triunfo,APROBADO,false,Design Engineer,Nlounge,Consumer Non-Durables,119413,false,null,true,0.21,19533,109997,42,2618,HIPOTECARIO,110521,0.48,mharkes8o,Independencia,2023-07-30 23:46:28
314,Klement,Seiller,kseiller8p@vimeo.com,Bigender,22,241 245 8402,PASSPORT,64652540,false,Puente piedra,APROBADO,false,Speech Pathologist,Skilith,Public Utilities,996063,true,3180,true,0.51,25980,266513,27,9870,VEHICULAR,58702,0.1,kseiller8p,La molina,2023-07-30 23:46:28
315,Hermann,Biggin,hbiggin8q@trellian.com,Male,63,299 372 6688,PASSPORT,38417848,true,San Miguel,INVESTIGADO,false,Staff Scientist,Voonix,Public Utilities,62242,false,null,true,0.31,85780,207763,17,12221,HIPOTECARIO,117669,0.61,,El agustino,2023-07-30 23:46:28
316,Ellen,Kettle,ekettle8r@webeden.co.uk,Female,21,736 324 8652,PASSPORT,46579259,true,,RECHAZADO,true,Assistant Professor,null,null,761503,false,null,false,0.49,12031,287760,60,4796,ESTUDIOS,130121,0.24,ekettle8r,Los olivos,2023-07-30 23:46:28
317,Zulema,Rawstorne,zrawstorne8s@behance.net,Female,64,338 473 0072,PASSPORT,83861727,true,Villa el Salvador,RECHAZADO,false,Cost Accountant,Meevee,Basic Industries,712142,true,66331,true,0.44,15005,7512,60,125,HIPOTECARIO,89456,0.33,zrawstorne8s,Rímac,2023-07-30 23:46:28
318,Tallie,Lenihan,tlenihan8t@canalblog.com,Female,33,227 995 3441,DNI,64732327,true,Villa el Salvador,INVESTIGADO,false,Safety Technician III,Topdrive,Finance,291339,true,14347,false,0.51,44839,93003,17,5470,HIPOTECARIO,113113,0.41,tlenihan8t,Independencia,2023-07-30 23:46:28
319,Silvan,Crossthwaite,scrossthwaite8u@wikimedia.org,Male,63,699 292 4490,CE,22777363,true,Jesús maría,RECHAZADO,false,Senior Sales Associate,Babblestorm,Public Utilities,92335,false,null,true,0.28,88656,243480,12,20290,COMERCIAL,71369,0.57,scrossthwaite8u,San borja,2023-07-30 23:46:28
320,Constantine,Yitzovitz,cyitzovitz8v@loc.gov,Female,48,849 501 9518,CE,14526838,true,Pueblo libre,RECHAZADO,false,Research Assistant II,Twimm,Finance,213357,false,null,false,0.58,28126,35214,31,1135,ESTUDIOS,123906,0.44,cyitzovitz8v,Surquillo,2023-07-30 23:46:28
321,Bartholomeo,Ferrandez,bferrandez8w@soundcloud.com,Male,40,370 333 7771,DNI,96482506,false,La molina,INVESTIGADO,true,Associate Professor,null,null,284980,false,null,true,0.71,74305,53013,25,2120,HIPOTECARIO,88614,0.23,bferrandez8w,Pueblo libre,2023-07-30 23:46:28
322,Cristin,Beckhouse,cbeckhouse8x@statcounter.com,Polygender,48,171 843 1548,PASSPORT,82127486,true,Pucusana,RECHAZADO,true,Cost Accountant,null,null,27920,true,11842,false,0.58,20791,293539,26,11289,VEHICULAR,166309,0.34,cbeckhouse8x,Carabayllo,2023-07-30 23:46:28
323,Melinda,Burnes,mburnes8y@vkontakte.ru,Agender,44,682 449 8101,DNI,21452056,false,Miraflores,RECHAZADO,true,Dental Hygienist,null,null,735281,false,null,true,0.17,63524,45048,20,2252,VEHICULAR,261578,0.33,mburnes8y,Puente piedra,2023-07-30 23:46:28
324,Desirae,Scammonden,dscammonden8z@weather.com,Female,33,914 786 7238,PASSPORT,35714618,true,Ancón,RECHAZADO,false,Operator,Quimm,Consumer Non-Durables,512243,false,null,true,0.64,84427,99238,44,2255,ESTUDIOS,55054,0.25,dscammonden8z,Surquillo,2023-07-30 23:46:29
325,Corinna,Kempstone,ckempstone90@imdb.com,Female,49,813 549 2343,CE,14020021,true,Cieneguilla,RECHAZADO,false,Database Administrator III,Abatz,Technology,893613,true,74723,false,0.43,7062,10573,35,302,VEHICULAR,253476,0.17,ckempstone90,San Luis,2023-07-30 23:46:29
326,Xylia,Warde,xwarde91@ocn.ne.jp,Female,62,840 845 4553,CE,88227009,true,,APROBADO,true,Senior Cost Accountant,null,null,89624,false,null,true,0.95,75037,274761,45,6105,VEHICULAR,282404,0.63,xwarde91,San Juan de Lurigancho,2023-07-30 23:46:29
327,Lydia,Seignior,lseignior92@whitehouse.gov,Female,50,424 659 0091,PASSPORT,38389567,true,San isidro,APROBADO,false,Senior Quality Engineer,Jabbersphere,Finance,829743,false,null,false,0.85,4603,188152,16,11759,PERSONAL,71040,0.15,lseignior92,Ate,2023-07-30 23:46:29
328,Lorens,Kittles,,Male,30,873 512 7878,CE,79381343,false,Carabayllo,APROBADO,true,Physical Therapy Assistant,null,null,925036,true,4994,false,0.58,39159,19093,33,578,ESTUDIOS,205154,0.18,,Miraflores,2023-07-30 23:46:29
329,Walsh,Dodridge,wdodridge94@pen.io,Male,43,613 306 3477,CE,44750392,true,Chaclacayo,INVESTIGADO,false,Software Engineer II,Izio,n/a,112128,false,null,true,0.2,28973,24991,19,1315,VEHICULAR,124846,0.57,wdodridge94,Ate,2023-07-30 23:46:29
330,Aundrea,De Ruel,aderuel95@nyu.edu,Female,50,282 596 7228,CE,82292496,false,,RECHAZADO,true,Staff Scientist,null,null,20804,false,null,false,0.72,51008,70871,24,2952,PERSONAL,246075,0.58,aderuel95,Miraflores,2023-07-30 23:46:29
331,Maximilianus,Dowker,mdowker96@examiner.com,Male,18,421 521 7811,PASSPORT,41369921,false,Surquillo,INVESTIGADO,false,Web Designer IV,Fivespan,Technology,614083,false,null,false,0.61,21962,155287,34,4567,VEHICULAR,227735,0.15,mdowker96,San Juan de Lurigancho,2023-07-30 23:46:29
332,Gerick,MacDiarmid,gmacdiarmid97@nytimes.com,Bigender,64,,DNI,21373180,true,San isidro,RECHAZADO,false,Project Manager,Tambee,Capital Goods,261923,false,null,true,0.35,24899,253340,15,16889,HIPOTECARIO,146504,0.62,,Rímac,2023-07-30 23:46:29
333,Boris,Dogerty,bdogerty98@theatlantic.com,Male,64,978 465 5262,PASSPORT,20485050,false,Surquillo,RECHAZADO,true,Clinical Specialist,null,null,84842,true,27851,false,0.32,36368,89968,60,1499,HIPOTECARIO,88115,0.22,bdogerty98,Santa María del Mar,2023-07-30 23:46:29
334,Layton,Heady,lheady99@privacy.gov.au,Male,42,,CE,84195640,true,Cercado de Lima,INVESTIGADO,true,Senior Financial Analyst,null,null,891305,false,null,true,0.16,64770,213664,19,11245,HIPOTECARIO,253498,0.33,lheady99,Cieneguilla,2023-07-30 23:46:29
335,Garrott,Cotte,gcotte9a@ifeng.com,Male,64,812 772 9055,PASSPORT,84296321,true,San Miguel,RECHAZADO,false,Geologist I,Eire,Technology,264014,true,39648,false,0.76,3215,283371,20,14168,COMERCIAL,254110,0.48,gcotte9a,Cieneguilla,2023-07-30 23:46:29
336,Linda,Knapman,lknapman9b@dmoz.org,Female,36,864 589 2112,PASSPORT,94809923,false,,INVESTIGADO,true,Marketing Assistant,null,null,937858,false,null,false,0.56,50625,259426,46,5639,HIPOTECARIO,41286,0.62,lknapman9b,Punta hermosa,2023-07-30 23:46:29
337,Colin,Joy,cjoy9c@feedburner.com,Male,47,258 526 8897,PASSPORT,56808084,true,Santa Anita,INVESTIGADO,true,Senior Developer,null,,766565,true,93303,true,0.84,83820,110142,31,3552,COMERCIAL,293351,0.1,cjoy9c,Punta negra,2023-07-30 23:46:29
338,Kippar,Syddall,ksyddall9d@cornell.edu,Male,35,806 788 8190,CE,80060728,false,Miraflores,RECHAZADO,true,Computer Systems Analyst IV,null,null,863252,true,52189,true,0.36,58157,196125,26,7543,PERSONAL,115258,0.64,ksyddall9d,Miraflores,2023-07-30 23:46:29
339,Wally,Pentycross,wpentycross9e@about.me,Male,34,296 877 4117,CE,40242436,true,San isidro,APROBADO,true,Human Resources Manager,null,null,783939,false,null,true,0.23,59524,241174,60,4019,ESTUDIOS,49575,0.28,wpentycross9e,Santiago de Surco,2023-07-30 23:46:29
340,Kirby,Scolland,kscolland9f@dailymail.co.uk,Non-binary,26,558 841 8809,PASSPORT,30954585,false,,INVESTIGADO,true,Accountant I,null,,288085,false,null,true,0.72,23594,44222,49,902,PERSONAL,178346,0.15,kscolland9f,Cieneguilla,2023-07-30 23:46:29
341,Bone,Stickels,bstickels9g@nymag.com,Male,40,420 383 8886,PASSPORT,75416773,true,Lince,APROBADO,true,Associate Professor,null,,170674,true,79914,true,0.5,47222,258277,32,8071,COMERCIAL,90087,0.45,bstickels9g,Barranco,2023-07-30 23:46:29
342,Cybill,Stocky,cstocky9h@wikispaces.com,Female,18,930 821 0949,DNI,89218078,true,Santa Anita,INVESTIGADO,true,Senior Financial Analyst,null,,61793,false,null,true,0.19,16741,163798,16,10237,ESTUDIOS,271838,0.16,cstocky9h,Pucusana,2023-07-30 23:46:29
343,Kaine,Cauldwell,kcauldwell9i@hubpages.com,Male,37,812 912 2818,PASSPORT,65985510,false,La molina,INVESTIGADO,false,Director of Sales,Twimbo,Capital Goods,225720,true,56930,true,0.67,40081,173204,50,3464,VEHICULAR,18023,0.29,kcauldwell9i,Lurigancho,2023-07-30 23:46:29
344,Goldia,Elston,gelston9j@columbia.edu,Female,62,,CE,89018160,true,Cercado de Lima,APROBADO,true,Legal Assistant,null,null,625358,true,23829,false,0.77,12524,226701,41,5529,HIPOTECARIO,217201,0.49,gelston9j,Villa Maria del Triunfo,2023-07-30 23:46:29
345,Dame,Saltman,dsaltman9k@gmpg.org,Male,48,734 977 8347,DNI,78283623,false,Barranco,RECHAZADO,true,Cost Accountant,null,null,924044,false,null,true,0.66,77351,216344,58,3730,ESTUDIOS,26762,0.3,dsaltman9k,Los olivos,2023-07-30 23:46:29
346,Ethelred,Pol,epol9l@wikia.com,Male,58,702 621 3873,PASSPORT,56514921,false,Rímac,APROBADO,true,Help Desk Operator,null,null,285132,true,41154,true,0.36,74276,68305,19,3595,PERSONAL,138752,0.47,epol9l,Independencia,2023-07-30 23:46:29
347,Alastair,Ashbe,aashbe9m@craigslist.org,Male,60,861 739 6727,DNI,91330779,false,San Juan de Miraflores,RECHAZADO,true,Civil Engineer,null,null,848896,false,null,true,0.7,84630,262469,47,5584,VEHICULAR,248619,0.35,aashbe9m,Chorrillos,2023-07-30 23:46:29
348,Magnum,Coop,mcoop9n@google.co.uk,Male,55,776 671 6782,CE,68242389,false,San borja,RECHAZADO,true,Analog Circuit Design manager,null,null,24827,true,19546,false,0.63,71287,7989,41,194,VEHICULAR,27179,0.6,mcoop9n,San isidro,2023-07-30 23:46:29
349,Chrissy,Gibberd,cgibberd9o@time.com,Female,19,182 160 2559,DNI,77188238,false,,RECHAZADO,false,Tax Accountant,Photobean,Consumer Durables,766830,false,null,true,0.27,90731,183438,33,5558,HIPOTECARIO,166572,0.1,,Santa Rosa,2023-07-30 23:46:29
350,Freida,Herreros,fherreros9p@alibaba.com,Female,31,397 758 8894,DNI,49606833,true,Pachacámac,APROBADO,true,Community Outreach Specialist,null,null,508596,true,89302,true,0.5,84743,144170,40,3604,VEHICULAR,20669,0.5,fherreros9p,Chorrillos,2023-07-30 23:46:29
351,Kelcy,Fathers,kfathers9q@springer.com,Female,25,875 656 3273,DNI,43261426,true,Santiago de Surco,INVESTIGADO,true,Project Manager,null,null,896340,true,61861,true,0.75,8630,200429,28,7158,HIPOTECARIO,106654,0.15,kfathers9q,Carabayllo,2023-07-30 23:46:29
352,Hodge,Wane,hwane9r@rediff.com,Genderqueer,65,714 492 6121,DNI,47731282,false,Punta negra,INVESTIGADO,true,Legal Assistant,null,null,738731,true,83251,true,0.23,83826,89970,44,2044,HIPOTECARIO,193272,0.47,,San Juan de Miraflores,2023-07-30 23:46:29
353,Jethro,Torra,jtorra9s@rediff.com,Male,49,396 869 9042,PASSPORT,29396010,true,Lince,INVESTIGADO,false,Design Engineer,Voonte,Finance,623328,true,54945,true,0.6,71504,99256,57,1741,COMERCIAL,175741,0.13,jtorra9s,Santiago de Surco,2023-07-30 23:46:29
354,Der,Scroxton,dscroxton9t@t.co,Male,27,459 541 3496,CE,37794849,false,San Miguel,INVESTIGADO,false,Marketing Assistant,Nlounge,Public Utilities,655229,false,null,true,0.58,89456,211168,15,14077,ESTUDIOS,246918,0.18,dscroxton9t,Punta negra,2023-07-30 23:46:29
355,Reggy,Dicker,rdicker9u@google.fr,Male,53,700 166 1813,DNI,54605935,true,La victoria,RECHAZADO,false,Professor,Jayo,n/a,296717,true,77031,true,0.44,37394,226147,26,8697,ESTUDIOS,173919,0.5,rdicker9u,Jesús maría,2023-07-30 23:46:29
356,Kaye,Burdfield,kburdfield9v@desdev.cn,Female,36,742 778 3293,DNI,27363190,true,Barranco,RECHAZADO,false,Media Manager I,Voonyx,Consumer Services,167721,false,null,true,0.77,18323,103358,24,4306,ESTUDIOS,203133,0.1,kburdfield9v,San Luis,2023-07-30 23:46:29
357,Arlie,Miguel,amiguel9w@stumbleupon.com,Female,40,412 485 8428,CE,84679811,false,Santa María del Mar,INVESTIGADO,false,Social Worker,Zazio,,716812,false,null,true,0.16,4543,182591,39,4681,COMERCIAL,242379,0.46,amiguel9w,Punta negra,2023-07-30 23:46:29
358,Hynda,Bleythin,hbleythin9x@vk.com,Female,24,563 192 1665,DNI,24674576,true,Rímac,INVESTIGADO,false,Nurse,Livetube,Public Utilities,992964,false,null,true,0.27,66878,158197,15,10546,PERSONAL,90265,0.56,hbleythin9x,San bartolo,2023-07-30 23:46:29
359,Kelsy,Eaton,keaton9y@sourceforge.net,Female,58,254 512 7537,DNI,32962674,true,San bartolo,APROBADO,false,GIS Technical Architect,Quinu,,74019,true,11453,true,0.58,82344,79762,51,1563,ESTUDIOS,233798,0.25,keaton9y,Ate,2023-07-30 23:46:29
360,Gert,Fideler,gfideler9z@amazon.co.jp,Female,23,,CE,57576709,true,,APROBADO,false,Staff Scientist,Devify,n/a,119994,false,null,true,0.38,26223,42617,18,2367,PERSONAL,107961,0.59,gfideler9z,Santiago de Surco,2023-07-30 23:46:29
361,Garrik,Arbuckle,garbucklea0@jugem.jp,Bigender,52,349 527 2108,CE,19100441,false,Barranco,RECHAZADO,true,Chemical Engineer,null,null,553477,false,null,false,0.86,65360,23087,21,1099,ESTUDIOS,183071,0.33,garbucklea0,San bartolo,2023-07-30 23:46:29
362,Paddie,Ayscough,,Male,19,643 598 5360,CE,97174281,false,Miraflores,INVESTIGADO,true,Budget/Accounting Analyst II,null,null,420353,false,null,true,0.46,56016,233364,56,4167,VEHICULAR,30370,0.19,,Surquillo,2023-07-30 23:46:29
363,Lilla,Fieldsend,lfieldsenda2@constantcontact.com,Female,23,150 931 8226,DNI,11388631,true,Santa Rosa,APROBADO,true,Chemical Engineer,null,null,920160,false,null,true,0.5,40435,203356,27,7531,HIPOTECARIO,48034,0.11,lfieldsenda2,Chaclacayo,2023-07-30 23:46:29
364,Fiona,Blaxton,fblaxtona3@istockphoto.com,Female,19,572 387 5957,DNI,44487586,false,Santa María del Mar,INVESTIGADO,false,Editor,Innotype,Capital Goods,428942,false,null,true,0.37,69464,204997,38,5394,VEHICULAR,30126,0.45,,Independencia,2023-07-30 23:46:29
365,Risa,Beche,rbechea4@apple.com,Female,22,756 872 3907,DNI,14918444,false,Villa Maria del Triunfo,RECHAZADO,true,Physical Therapy Assistant,null,null,456022,false,null,true,0.58,91406,167286,46,3636,HIPOTECARIO,269302,0.52,rbechea4,Santa Anita,2023-07-30 23:46:29
366,Hollie,Querree,,Female,41,568 461 6674,DNI,68939764,false,Surquillo,APROBADO,false,Systems Administrator III,Jabbercube,Health Care,472140,false,null,false,0.25,15727,286795,27,10622,ESTUDIOS,167958,0.31,hquerreea5,San Juan de Miraflores,2023-07-30 23:46:29
367,Idell,Dutnell,idutnella6@boston.com,Female,29,306 485 4824,CE,40480424,true,,APROBADO,false,Research Associate,Shuffletag,Consumer Non-Durables,938832,false,null,true,0.59,27814,105401,44,2395,PERSONAL,146696,0.57,idutnella6,Pachacámac,2023-07-30 23:46:29
368,Nerissa,Dur,ndura7@storify.com,Female,27,149 622 5789,PASSPORT,33195260,false,,APROBADO,true,Statistician III,null,null,935086,true,61910,true,0.35,53476,58694,13,4514,COMERCIAL,296094,0.29,ndura7,Miraflores,2023-07-30 23:46:29
369,Edwina,Bazeley,ebazeleya8@arstechnica.com,Female,54,958 365 4904,DNI,61882034,true,,INVESTIGADO,false,Sales Representative,Plajo,Transportation,99410,true,41439,false,0.35,59064,163616,47,3481,COMERCIAL,65867,0.37,,San isidro,2023-07-30 23:46:29
370,Amber,Antusch,aantuscha9@list-manage.com,Female,59,755 891 8554,DNI,52248008,false,Chaclacayo,APROBADO,true,Chemical Engineer,null,,849351,false,null,true,0.28,25864,289817,16,18113,COMERCIAL,38860,0.23,aantuscha9,San Juan de Miraflores,2023-07-30 23:46:29
371,Dallas,Huntingdon,,Bigender,59,456 706 5854,DNI,25378523,true,Pueblo libre,INVESTIGADO,false,Research Assistant II,Plambee,Consumer Durables,280369,true,14882,true,0.45,95987,67585,56,1206,VEHICULAR,272572,0.39,dhuntingdonaa,Breña,2023-07-30 23:46:29
372,Virgilio,Patershall,,Male,39,111 702 5493,CE,63417559,true,,APROBADO,true,Occupational Therapist,null,null,503044,true,4562,false,0.27,3329,65006,38,1710,PERSONAL,197572,0.22,vpatershallab,Cieneguilla,2023-07-30 23:46:29
373,Torrence,Cowperthwaite,tcowperthwaiteac@sogou.com,Male,45,557 347 5707,PASSPORT,21948771,true,Santa María del Mar,APROBADO,true,Environmental Tech,null,,61169,true,72729,true,0.85,25275,174548,21,8311,VEHICULAR,133406,0.31,,San Martin de Porres,2023-07-30 23:46:29
374,Willi,Loffel,wloffelad@nytimes.com,Male,34,247 573 4277,PASSPORT,76265077,false,,RECHAZADO,false,Assistant Media Planner,Tagpad,n/a,299275,true,88683,false,0.39,5081,260503,51,5107,PERSONAL,201693,0.62,wloffelad,Pueblo libre,2023-07-30 23:46:29
375,Beryl,Beert,bbeertae@indiegogo.com,Female,46,577 910 9107,DNI,54827345,false,San Luis,RECHAZADO,true,Budget/Accounting Analyst III,null,null,157720,false,null,false,0.21,83760,159237,40,3980,PERSONAL,247499,0.3,,Cercado de Lima,2023-07-30 23:46:29
376,Lainey,Scarlett,lscarlettaf@businessinsider.com,Female,19,184 628 0083,CE,34983599,false,Santa María del Mar,APROBADO,true,Research Assistant III,null,null,410466,false,null,true,0.38,75284,217599,21,10361,VEHICULAR,90192,0.1,lscarlettaf,Los olivos,2023-07-30 23:46:29
377,Brennan,Leavesley,bleavesleyag@ehow.com,Male,24,694 854 4600,CE,50168444,false,Punta hermosa,RECHAZADO,true,Human Resources Manager,null,null,556199,false,null,true,0.5,71886,167957,37,4539,ESTUDIOS,225147,0.29,bleavesleyag,La victoria,2023-07-30 23:46:29
378,Buddie,Rawlison,brawlisonah@cafepress.com,Male,46,487 317 1024,CE,45610659,false,Pucusana,RECHAZADO,true,Sales Associate,null,null,215882,false,null,false,0.37,22968,234521,55,4264,PERSONAL,106134,0.23,brawlisonah,Independencia,2023-07-30 23:46:29
379,Simon,Clavey,sclaveyai@photobucket.com,Male,44,242 556 2284,PASSPORT,91639120,true,,RECHAZADO,false,Quality Engineer,Topicware,Transportation,784141,false,null,true,0.82,39182,9500,31,306,HIPOTECARIO,10928,0.43,sclaveyai,San borja,2023-07-30 23:46:29
380,Ida,Lunck,ilunckaj@ifeng.com,Female,50,989 915 8519,CE,56144027,true,San bartolo,APROBADO,false,Data Coordinator,Meevee,n/a,966446,true,15110,true,0.7,55986,246411,21,11733,ESTUDIOS,142152,0.54,ilunckaj,Santa Rosa,2023-07-30 23:46:29
381,Tedmund,Brambley,tbrambleyak@weibo.com,Male,28,953 988 0865,PASSPORT,33310473,true,Jesús maría,APROBADO,false,Accounting Assistant III,Gigabox,Energy,21634,true,75713,false,0.68,96488,125294,46,2723,COMERCIAL,200452,0.51,,San Luis,2023-07-30 23:46:29
382,Karlan,Knaggs,kknaggsal@dailymail.co.uk,Male,23,910 818 6797,CE,54386450,true,,RECHAZADO,true,Occupational Therapist,null,null,964121,true,85387,true,0.93,61508,215627,34,6341,PERSONAL,99194,0.32,kknaggsal,Chorrillos,2023-07-30 23:46:29
383,Grover,Found,gfoundam@drupal.org,Male,51,317 518 1776,PASSPORT,67738042,true,Punta hermosa,INVESTIGADO,false,General Manager,Twinder,Finance,695602,false,null,true,0.15,55061,199002,46,4326,COMERCIAL,190826,0.3,gfoundam,Lurigancho,2023-07-30 23:46:29
384,Gilemette,Danilin,gdanilinan@oakley.com,Female,43,,PASSPORT,89914211,false,Santiago de Surco,INVESTIGADO,false,Payment Adjustment Coordinator,Brainlounge,Miscellaneous,134570,true,9647,false,0.86,19216,217311,36,6036,COMERCIAL,217186,0.49,gdanilinan,Surquillo,2023-07-30 23:46:29
385,Gianni,Fairbrother,,Male,60,387 738 9985,CE,62029448,true,Villa el Salvador,RECHAZADO,false,Account Coordinator,Twitternation,Transportation,832457,false,null,true,0.74,53247,170584,39,4373,VEHICULAR,251903,0.12,gfairbrotherao,Santa Rosa,2023-07-30 23:46:29
